,Company_Name,Rcmd_Name,Score
6248,yellowstone acquisition company,warrior technologies acquisition company,0.6
8194,ir-med inc,iheartmedia inc,0.6
7405,aurum lake mining corporation,canterbury park holding corporation,0.6
6997,first trust alternative opportunities fd,first trust specialty finance & financial opportunities fund,0.6
10725,blue safari group acquisition corp.,european sustainable growth acquisition corp.,0.6
1152,icecure medical ltd.,"lifecore biomedical, inc.",0.6
1000,compass gold corporation,western copper and gold corporation,0.6
5047,zoomermedia limited,phoenix new media limited,0.6
5623,"alector, inc.","select bancorp, inc.",0.6
62,nortec minerals corp.,"dorchester minerals, l.p.",0.6
12952,saba capital income fund,saba capital income & opportunities fund,0.6
8393,goldstar minerals inc.,"dorchester minerals, l.p.",0.6
13115,"wes holdings, inc.","ascend wellness holdings, inc.",0.6
4714,rochester resources ltd.,lonestar resources us inc,0.6
7726,"thermogenesis holdings, inc.","clearwater analytics holdings, inc.",0.6
7727,esgen acquisition corporation,property solutions acquisition corporation ii,0.6
6439,"mei pharma, inc.","oyster point pharma, inc.",0.6
1034,fax capital corp.,clover leaf capital corp.,0.6
12389,vahanna tech edge acquisition i corp.,sustainable development acquisition i corp.,0.6
1035,halcones precious metals corp.,a-mark precious metals inc,0.6
13493,"cie holdings, llc","appreciate holdings, inc.",0.6
14019,healthcare merger corp.,healthcare services group inc.,0.6
11782,kootenay resources inc.,lonestar resources us inc,0.6
11542,"clst holdings, inc.","ascend wellness holdings, inc.",0.6
3821,jasper mining corporation,seastar medical holding corporation,0.6
5250,europacific metals inc.,hudson pacific properties inc.,0.6
13228,cnb corporation,cnb financial corporation,0.6
3825,investar holding corporation,alliance entertainment holding corporation,0.6
11448,"netease, inc.","nextera energy, inc.",0.6
7239,"enterprise group, inc.","finch therapeutics group, inc.",0.6
10711,"celsius holdings, inc.","comera life sciences holdings, inc.",0.6
11304,gogreen investments corporation,monmouth real estate investment corporation,0.6
6902,precision drilling corporation,american brivision (holding) corporation,0.6
3518,robex resources inc.,lonestar resources us inc,0.6
7463,the caldwell partners international inc.,biodelivery sciences international inc.,0.6
10079,lumiradx limited,schlumberger limited,0.6
13588,nwtn inc.,"newtekone, inc.",0.6
4377,tc energy corporation,houston american energy corporation,0.6
11944,smith-midland corporation,texas pacific land corporation,0.6
11968,darelle online solutions inc.,broadridge financial solutions inc.,0.6
3083,"cybercatch holdings, inc.","clearwater analytics holdings, inc.",0.6
4925,putnam new jersey tax exempt income fund,nuveen new jersey quality municipal income fund,0.6
8068,profound medical corp.,protech home medical corp,0.6
13318,richco investors inc.,american realty investors inc.,0.6
9122,harmony gold mining company limited,euro tech holdings company limited,0.6
12049,seneca foods corporation,select medical holdings corporation,0.6
4983,commercial international bank,compass minerals international inc.,0.6
12634,lucero energy corp.,valero energy corporation,0.6
7176,applied graphite technologies corp.,ault disruptive technologies corporation,0.6
5832,spectral medical inc.,"lifecore biomedical, inc.",0.6
1953,"mid penn bancorp, inc.","mountain pacific bancorp, inc.",0.6
3154,energous corporation,american resources corporation,0.6
3292,ondas holdings inc.,"united airlines holdings, inc.",0.6
7294,versus capital,hercules capital inc,0.6
9883,ares management corporation,artemis strategic investment corporation,0.6
2397,"forge group, inc.","t. rowe price group, inc.",0.6
10840,"ies holdings, inc.","united airlines holdings, inc.",0.6
11628,boa acquisition corp.,global blockchain acquisition corp.,0.6
13869,astron connect inc.,resources connection inc.,0.6
9600,trident acquisitions corp,new providence acquisition corp. ii,0.6
5050,firm capital mortgage investment corp.,cherry hill mortgage investment corporation,0.6
3193,"pra group, inc.","privia health group, inc.",0.6
7184,prospera energy inc.,patterson-uti energy inc.,0.6
10881,ur-energy inc.,sunation energy inc.,0.6
8164,blackrock innov and growth term trust,blackrock municipal 2030 target term trust,0.6
7105,polydex pharmaceuticals limited,vertex pharmaceuticals incorporated,0.6
6029,bioneutra global corporation,sharing services global corporation,0.6
2117,intellabridge technology corporation,ault disruptive technologies corporation,0.6
368,store capital corporation,western asset mortgage capital corporation,0.6
1291,"bnccorp, inc.","byline bancorp, inc.",0.6
5760,ke holdings inc,marketaxess holdings inc.,0.6
3032,tc bancshares inc.,first citizens bancshares inc.,0.6
11699,balto resources ltd.,ramaco resources inc,0.6
7085,dogness (international) corporation,northern technologies international corporation,0.6
9612,"telkonet, inc.","teladoc health, inc.",0.6
5795,nova vision acquisition corp.,bellevue life sciences acquisition corp.,0.6
10803,erste group ag.,stepstone group inc.,0.6
7384,btb real estate investment trust,first real estate investment trust of new jersey,0.6
12105,fidelity california municipal trust,eaton vance california municipal income trust,0.6
12658,highland funds,highland income fund,0.6
698,upl limited,genpact limited,0.6
11351,integris group incorporated,public service enterprise group incorporated,0.59
553,western metallica resources corp.,western acquisition ventures corp.,0.59
8121,healthcor catalio acquisition corp.,welsbach technology metals acquisition corp.,0.59
4784,renew energy global plc,renewable energy group inc.,0.59
1601,vtv therapeutics inc.,invivo therapeutics holdings corp.,0.59
9197,orezone gold corporation,quest resource holding corporation,0.59
778,"pono capital two, inc.",national capital bancorp inc.,0.59
2605,"adtran holdings, inc.","assetmark financial holdings, inc.",0.59
6656,anibesa energy metals corp.,pioneer energy services corp.,0.59
8391,"franklin floating rate fund, plc.",apollo senior floating rate fund inc.,0.59
5897,mattr corp.,mega matrix corp.,0.59
12464,"bankflorida bancorp, inc.","sound financial bancorp, inc.",0.59
11743,international baler corporation,international business machines corporation (ibm),0.59
11414,"catskill hudson bancorp, inc.",patriot national bancorp inc.,0.59
6958,the charles schwab corporation,the charles schwab family of funds,0.59
6878,canfor corporation,american woodmark corporation,0.59
9407,international lithium corp.,international media acquisition corp.,0.59
3388,"village farms international, inc.",natural alternatives international inc.,0.59
5076,"biolife solutions, inc.","electric last mile solutions, inc.",0.59
8884,am resources corp.,range resources corporation,0.59
841,transparent value fund,thrivent large cap value fund,0.59
2440,greenbank capital inc.,"orchid island capital, inc.",0.59
12800,dinamic ip holdings inc.,allison transmission holdings inc.,0.59
4932,"blackrock balanced capital fund, inc.","blackrock muniyield california quality fund, inc.",0.59
9404,petrox resources corp.,permian resources corporation,0.59
11508,uriel gas holdings corp.,achari ventures holdings corp. i,0.59
8102,"noble energy, inc.",renewable energy group inc.,0.59
1874,atlas engineered products ltd.,uniroyal global engineered products inc,0.59
2008,"strong global entertainment, inc.",world wrestling entertainment inc.,0.59
6506,optimizerx corporation,primoris services corporation,0.59
13940,"hancock jaffe laboratories, inc.",blonder tongue laboratories inc.,0.59
1735,siq mountain industries inc.,huntington ingalls industries inc.,0.59
8374,appulse corporation,capital southwest corporation,0.59
10400,"dolby laboratories, inc.",blonder tongue laboratories inc.,0.59
4130,brixton metals corporation,gladstone commercial corporation,0.59
6142,scorpio gold corporation,spruce power holding corporation,0.59
11155,model performance acquisition corp,bluescape opportunities acquisition corp.,0.59
13167,invesco international mutual funds,praxis international index fund,0.59
3934,mercer international inc.,heidrick & struggles international inc.,0.59
2327,plata latina minerals corporation,peapack-gladstone financial corporation,0.59
11224,abaxx technologies inc.,addvantage technologies group inc.,0.59
8481,"assertio holdings, inc.",entasis therapeutics holdings inc.,0.59
12644,aixin life international inc,biodelivery sciences international inc.,0.59
12641,alberton acquisition corp.,beard energy transition acquisition corp.,0.59
2329,sky gold corp,skytop lodge corp,0.59
2122,pinnacle bank (california),partners bank of california,0.59
5018,northstar clean technologies inc.,"american virtual cloud technologies, inc.",0.59
651,blackrock silver corp.,blackrock capital investment corp.,0.59
5248,defi technologies inc.,"advent technologies holdings, inc.",0.59
3424,"amerinst insurance group, ltd.","skyward specialty insurance group, inc.",0.59
5329,atomic minerals corporation,masonite international corporation,0.59
3262,engene holdings inc.,greenidge generation holdings inc.,0.59
7261,"qcr holdings, inc.","impac mortgage holdings, inc.",0.59
1704,principal lifetime funds,principal real estate income fund.,0.59
7436,ing groep n.v.,"tingo group, inc.",0.59
1407,emgold mining corporation,hycroft mining holding corporation,0.59
2996,waseco resources inc.,western capital resources inc,0.59
3653,alma gold inc.,"palomar holdings, inc.",0.59
11600,"vincerx pharma, inc.","concert pharmaceuticals, inc.",0.59
1313,"strategic realty trust, inc.",first industrial realty trust inc.,0.59
5741,multi ways holdings limited,rockley photonics holdings limited,0.59
5727,feutune light acquisition corp,revolution healthcare acquisition corp.,0.59
4897,a.o. smith corporation,national research corporation,0.59
9535,clean seed capital group ltd.,kinsale capital group inc,0.59
13049,blackrock utility & infrastructure trust,"blackrock utilities, infrastructure & power opportunities trust",0.59
6275,carlin gold corporation,clearsign technologies corporation,0.59
10042,react gaming group inc.,"american national group, inc.",0.59
11064,"gamesquare holdings, inc.","universal insurance holdings, inc.",0.59
13563,"baidu, inc.","barings bdc, inc.",0.59
13369,"chijet motor company, inc.","the real good food company, inc.",0.59
2294,eyefi group technologies inc.,"american virtual cloud technologies, inc.",0.59
68,gravitas ii capital corp.,blackrock tcp capital corp.,0.59
8855,pioneer media holdings inc.,integrated financial holdings inc.,0.59
8588,carrier global corporation,navistar international corporation,0.59
13238,"illuminated holdings, inc.","freedom financial holdings, inc.",0.59
4793,aecon group inc.,vishay precision group inc.,0.59
1828,southern arc minerals inc.,"southern states bancshares, inc.",0.59
12761,clean energy transition inc.,clean energy special situations corp.,0.59
11708,8i acquisition 2 corp,prime number acquisition i corp.,0.59
10051,"brightview holdings, inc.","greenlight biosciences holdings, inc.",0.59
10995,canute corporation,capital southwest corporation,0.59
4649,orford mining corporation,hycroft mining holding corporation,0.59
5761,collplant biotechnologies ltd,adaptive biotechnologies corp,0.59
8225,"liveramp holdings, inc.","universal insurance holdings, inc.",0.59
9538,health sciences acquisitions corp. 2,frazier lifesciences acquisition corporation,0.59
5582,legacy housing corporation,quest resource holding corporation,0.59
13630,principal technologies inc.,"american virtual cloud technologies, inc.",0.59
1161,davita inc.,dpcm capital inc.,0.59
11379,american value portfolio,thrivent large cap value portfolio,0.59
10166,"enact holdings, inc.","freedom financial holdings, inc.",0.59
3602,telesat corporation,national research corporation,0.59
296,algoma central corporation,navistar international corporation,0.59
10939,namsys inc.,epam systems inc.,0.59
9944,inspirato inc.,inspirato incorporated,0.59
735,ag growth international inc.,natural alternatives international inc.,0.59
4821,hammerhead energy inc.,adams resources & energy inc.,0.59
8248,bridgetown 2 holdings limited,rockley photonics holdings limited,0.59
5596,"conifer holdings, inc.","cero therapeutics holdings, inc.",0.59
13690,williamsburg investment trust,pennymac mortgage investment trust,0.59
